product_name,SKU,SRP,brand_name,product_subcategory,product_category,product_family,store_Sales,store_cost,unit_sales
"Framton City Map",22711648344,2.3000,Framton,Maps,Miscellaneous,Non-Consumable,841.8000,340.0090,366.0000
"Framton Eyeglass Screwdriver",27751443982,3.2100,Framton,Screwdrivers,Hardware,Non-Consumable,1117.0800,449.3679,348.0000
"Gauss Monthly Auto Magazine",63488488793,2.7800,Gauss,"Auto Magazines",Magazines,Non-Consumable,1064.7400,431.7340,383.0000
"Gauss Monthly Computer Magazine",23113057017,3.6100,Gauss,"Computer Magazines",Magazines,Non-Consumable,1263.5000,523.7388,350.0000
"Gauss Monthly Fashion Magazine",80792245268,0.8300,Gauss,"Fashion Magazines",Magazines,Non-Consumable,258.1300,102.4635,311.0000
"Gauss Monthly Home Magazine",85832040905,1.6100,Gauss,"Home Magazines",Magazines,Non-Consumable,465.2900,191.0426,289.0000
"Gauss Monthly Sports Magazine",83909401297,3.8000,Gauss,"Sports Magazines",Magazines,Non-Consumable,1303.4000,533.1020,343.0000
"Genteel Extra Lean Hamburger",67939990162,1.9000,Genteel,Hamburger,Meat,Food,691.6000,267.0450,364.0000
"Genteel Seasoned Hamburger",25277857184,1.1500,Genteel,Hamburger,Meat,Food,378.3500,153.6170,329.0000
"Gerolli Extra Lean Hamburger",69705173373,3.3800,Gerolli,Hamburger,Meat,Food,1382.4200,559.0520,409.0000
"Gerolli Seasoned Hamburger",13948624730,1.3400,Gerolli,Hamburger,Meat,Food,424.7800,169.1080,317.0000
"Giant Egg Substitute",19616153836,1.3300,Giant,Eggs,Eggs,Food,369.7400,147.1246,278.0000
"Giant Large Brown Eggs",43665880560,3.8400,Giant,Eggs,Eggs,Food,1282.5600,514.3296,334.0000
"Giant Large Eggs",13848235011,1.6500,Giant,Eggs,Eggs,Food,523.0500,213.6750,317.0000
"Giant Small Brown Eggs",86328013539,1.7100,Giant,Eggs,Eggs,Food,519.8400,209.2185,304.0000
"Giant Small Eggs",21174731850,2.2600,Giant,Eggs,Eggs,Food,725.4600,289.8450,321.0000
"Golden Apple Cinnamon Waffles",16446555256,0.6200,Golden,Waffles,"Breakfast Foods",Food,207.7000,81.7346,335.0000
"Golden Beef TV Dinner",63373153805,1.8300,Golden,"TV Dinner","Frozen Entrees",Food,576.4500,224.1018,315.0000
"Golden Blueberry Waffles",25695691704,0.8600,Golden,Waffles,"Breakfast Foods",Food,307.8800,124.5538,358.0000
"Golden Chicken TV Dinner",57605234980,0.5900,Golden,"TV Dinner","Frozen Entrees",Food,216.5300,87.1076,367.0000
"Golden Fajita French Fries",51418129801,1.5900,Golden,"French Fries",Vegetables,Food,467.4600,189.6552,294.0000
"Golden Frozen Broccoli",36774995923,2.9600,Golden,"Frozen Vegetables",Vegetables,Food,985.6800,399.5408,333.0000
"Golden Frozen Carrots",39882292151,1.4600,Golden,"Frozen Vegetables",Vegetables,Food,556.2600,225.4386,381.0000
"Golden Frozen Cauliflower",75273053050,3.7200,Golden,"Frozen Vegetables",Vegetables,Food,1298.2800,523.5528,349.0000
"Golden Frozen Cheese Pizza",51054068207,0.8300,Golden,Pizza,Pizza,Food,295.4800,118.2584,356.0000
"Golden Frozen Chicken Breast",11554356217,2.8100,Golden,"Frozen Chicken",Meat,Food,747.4600,304.7164,266.0000
"Golden Frozen Chicken Thighs",29084437489,2.3500,Golden,"Frozen Chicken",Meat,Food,754.3500,307.4270,321.0000
"Golden Frozen Chicken Wings",52520174384,3.4800,Golden,"Frozen Chicken",Meat,Food,1224.9600,498.2664,352.0000
"Golden Frozen Corn",55637330412,1.8100,Golden,"Frozen Vegetables",Vegetables,Food,602.7300,243.9156,333.0000
"Golden Frozen Mushroom Pizza",39154168963,0.9600,Golden,Pizza,Pizza,Food,323.5200,129.6768,337.0000
"Golden Frozen Pancakes",32703391909,1.3600,Golden,Pancakes,"Breakfast Foods",Food,461.0400,183.6680,339.0000
"Golden Frozen Peas",63691950440,2.1900,Golden,"Frozen Vegetables",Vegetables,Food,696.4200,277.8672,318.0000
"Golden Frozen Pepperoni Pizza",42999448180,2.6800,Golden,Pizza,Pizza,Food,704.8400,287.9124,263.0000
"Golden Frozen Sausage Pizza",57333645224,1.7800,Golden,Pizza,Pizza,Food,558.9200,227.8578,314.0000
"Golden Grape Popsicles",90290108323,1.9500,Golden,Popsicles,"Frozen Desserts",Food,567.4500,229.6905,291.0000
"Golden Home Style French Fries",21439144015,0.7200,Golden,"French Fries",Vegetables,Food,203.0400,81.2088,282.0000
"Golden Ice Cream",46069397330,0.9500,Golden,"Ice Cream","Frozen Desserts",Food,334.4000,134.4725,352.0000
"Golden Ice Cream Sandwich",49550614953,3.8900,Golden,"Ice Cream","Frozen Desserts",Food,1182.5600,467.7336,304.0000
"Golden Lemon Popsicles",89050326943,1.1300,Golden,Popsicles,"Frozen Desserts",Food,380.8100,149.9284,337.0000
"Golden Lime Popsicles",55682595372,2.4500,Golden,Popsicles,"Frozen Desserts",Food,803.6000,316.6135,328.0000
"Golden Low Fat French Fries",66946843266,2.9700,Golden,"French Fries",Vegetables,Food,994.9500,395.8119,335.0000
"Golden Low Fat Waffles",74637401700,2.7000,Golden,Waffles,"Breakfast Foods",Food,793.8000,321.0840,294.0000
"Golden Orange Popsicles",36548671126,3.8800,Golden,Popsicles,"Frozen Desserts",Food,1229.9600,496.0580,317.0000
"Golden Pancake Mix",25284423232,2.3600,Golden,"Pancake Mix","Breakfast Foods",Food,840.1600,334.9548,356.0000
"Golden Popsicles",51792051196,3.9500,Golden,"Ice Cream","Frozen Desserts",Food,1228.4500,484.3095,311.0000
"Golden Turkey TV Dinner",10314574837,2.1100,Golden,"TV Dinner","Frozen Entrees",Food,576.0300,233.4293,273.0000
"Golden Waffles",24137113690,0.7700,Golden,Waffles,"Breakfast Foods",Food,217.9100,88.4037,283.0000
"Good Chablis Wine",63969365954,2.8400,Good,Wine,"Beer and Wine",Drink,1087.7200,439.1208,383.0000
"Good Chardonnay",88599619269,2.3700,Good,Wine,"Beer and Wine",Drink,767.8800,307.8630,324.0000
"Good Chardonnay Wine",99771395325,1.7300,Good,Wine,"Beer and Wine",Drink,662.5900,257.8911,383.0000
"Good Imported Beer",84071481823,1.6200,Good,Beer,"Beer and Wine",Drink,625.3200,252.7038,386.0000
"Good Light Beer",51705405116,2.1800,Good,Beer,"Beer and Wine",Drink,830.5800,339.9492,381.0000
"Good Light Wine",79031686186,0.8300,Good,Wine,"Beer and Wine",Drink,288.0100,118.0260,347.0000
"Good Merlot Wine",65163882374,2.2400,Good,Wine,"Beer and Wine",Drink,716.8000,285.3760,320.0000
"Good White Zinfandel Wine",35129771828,3.9100,Good,Wine,"Beer and Wine",Drink,1329.4000,539.1499,340.0000
"Gorilla 1% Milk",22163082957,2.3000,Gorilla,Milk,Dairy,Drink,692.3000,270.0200,301.0000
"Gorilla 2% Milk",68670495152,3.6900,Gorilla,Milk,Dairy,Drink,1269.3600,514.9395,344.0000
"Gorilla Blueberry Yogurt",21799021363,0.6800,Gorilla,Yogurt,Dairy,Food,216.2400,87.5024,318.0000
"Gorilla Buttermilk",59057297110,1.4900,Gorilla,Milk,Dairy,Drink,426.1400,167.9677,286.0000
"Gorilla Cheese Spread",21480224728,3.1800,Gorilla,Cheese,Dairy,Food,1004.8800,400.3938,316.0000
"Gorilla Chocolate Milk",62538514733,1.4700,Gorilla,Milk,Dairy,Drink,510.0900,201.9045,347.0000
"Gorilla Havarti Cheese",23038802742,3.3400,Gorilla,Cheese,Dairy,Food,1045.4200,415.9970,313.0000
"Gorilla Head Cheese",15712305903,2.7400,Gorilla,Cheese,Dairy,Food,827.4800,326.6902,302.0000
"Gorilla Jack Cheese",32799597382,3.9300,Gorilla,Cheese,Dairy,Food,1214.3700,491.3286,309.0000
"Gorilla Large Curd Cottage Cheese",93448345065,2.9600,Gorilla,"Cottage Cheese",Dairy,Food,979.7600,402.9152,331.0000
"Gorilla Low Fat Cottage Cheese",33163658976,1.5700,Gorilla,"Cottage Cheese",Dairy,Food,552.6400,227.1633,352.0000
"Gorilla Low Fat Sour Cream",95882642865,0.8900,Gorilla,"Sour Cream",Dairy,Food,280.3500,109.9951,315.0000
"Gorilla Low Fat String Cheese",76508650183,2.9300,Gorilla,Cheese,Dairy,Food,981.5500,388.6938,335.0000
"Gorilla Mild Cheddar Cheese",72299309372,3.2900,Gorilla,Cheese,Dairy,Food,1069.2500,430.3978,325.0000
"Gorilla Muenster Cheese",51878396868,1.8000,Gorilla,Cheese,Dairy,Food,570.6000,225.4500,317.0000
"Gorilla Sharp Cheddar Cheese",97293624281,3.5900,Gorilla,Cheese,Dairy,Food,1116.4900,461.5304,311.0000
"Gorilla Sour Cream",90842847228,2.6600,Gorilla,"Sour Cream",Dairy,Food,837.9000,342.3154,315.0000
"Gorilla Strawberry Yogurt",79842271208,2.1600,Gorilla,Yogurt,Dairy,Food,708.4800,278.1864,328.0000
"Gorilla String Cheese",29170783162,1.7900,Gorilla,Cheese,Dairy,Food,490.4600,194.7699,274.0000
"Gorilla Whole Milk",60979936718,0.6100,Gorilla,Milk,Dairy,Drink,172.6300,67.8991,283.0000
"Great Bagels",73161435723,1.8100,Great,Bagels,Bread,Food,680.5600,274.9028,376.0000
"Great Blueberry Muffins",32786003947,2.6300,Great,Muffins,Bread,Food,973.1000,392.3171,370.0000
"Great Cranberry Muffins",13195546269,3.3600,Great,Muffins,Bread,Food,1128.9600,453.1632,336.0000
"Great English Muffins",68952094912,2.4100,Great,Muffins,Bread,Food,1103.7800,450.9592,458.0000
"Great Muffins",93582348227,2.8200,Great,Muffins,Bread,Food,939.0600,370.8582,333.0000
"Great Pumpernickel Bread",57473323941,3.7400,Great,"Sliced Bread",Bread,Food,1578.2800,632.8454,422.0000
"Great Rye Bread",84390278458,3.8600,Great,"Sliced Bread",Bread,Food,1408.9000,558.5420,365.0000
"Great Wheat Bread",95504987835,0.9300,Great,"Sliced Bread",Bread,Food,350.6100,140.6439,377.0000
"Great White Bread",19384593367,3.2700,Great,"Sliced Bread",Bread,Food,1272.0300,515.4828,389.0000
"Green Ribbon Canned Mixed Fruit",42658990025,1.3100,"Green Ribbon","Canned Fruit",Fruit,Food,428.3700,175.9723,327.0000
"Green Ribbon Canned Peaches",33045791983,3.1100,"Green Ribbon","Canned Fruit",Fruit,Food,867.6900,357.1835,279.0000
"Gulf Coast Bubble Gum",13452652096,3.4300,"Gulf Coast",Gum,Candy,Food,1207.3600,486.0653,352.0000
"Gulf Coast Malted Milk Balls",15011230111,1.5900,"Gulf Coast","Chocolate Candy",Candy,Food,524.7000,210.2298,330.0000
"Gulf Coast Mint Chocolate Bar",44578947424,2.9400,"Gulf Coast","Chocolate Candy",Candy,Food,987.8400,395.0478,336.0000
"Gulf Coast Mints",40369606614,3.5400,"Gulf Coast","Hard Candy",Candy,Food,1185.9000,472.4130,335.0000
"Gulf Coast Semi-Sweet Chocolate Bar",97684733271,2.7500,"Gulf Coast","Chocolate Candy",Candy,Food,948.7500,389.2075,345.0000
"Gulf Coast Spicy Mints",65363921523,1.8400,"Gulf Coast","Hard Candy",Candy,Food,590.6400,241.4632,321.0000
"Gulf Coast Tasty Candy Bar",21143210530,2.8100,"Gulf Coast","Chocolate Candy",Candy,Food,817.7100,330.3717,291.0000
"Gulf Coast White Chocolate Bar",61518642306,2.9800,"Gulf Coast","Chocolate Candy",Candy,Food,882.0800,351.1036,296.0000
"Hermanos Almonds",49780083298,1.7600,Hermanos,Nuts,Specialty,Food,610.7200,243.0560,347.0000
"Hermanos Asparagus",78141482472,2.2300,Hermanos,"Fresh Vegetables",Vegetables,Food,637.7800,257.1190,286.0000
"Hermanos Baby Onion",43238776326,1.3700,Hermanos,"Fresh Vegetables",Vegetables,Food,463.0600,186.0323,338.0000
"Hermanos Beets",95661703944,2.1800,Hermanos,"Fresh Vegetables",Vegetables,Food,747.7400,305.8976,343.0000
"Hermanos Broccoli",23181925415,2.8900,Hermanos,"Fresh Vegetables",Vegetables,Food,814.9800,327.4659,282.0000
"Hermanos Canned Peanuts",12010149359,2.5300,Hermanos,Nuts,Specialty,Food,786.8300,319.4884,311.0000
"Hermanos Cantelope",41213805079,3.3400,Hermanos,"Fresh Fruit",Fruit,Food,871.7400,348.3954,261.0000
"Hermanos Cauliflower",69791669249,2.7200,Hermanos,"Fresh Vegetables",Vegetables,Food,932.9600,378.2160,343.0000
"Hermanos Corn on the Cob",76946966052,2.8400,Hermanos,"Fresh Vegetables",Vegetables,Food,988.3200,405.2964,348.0000
"Hermanos Dried Mushrooms",90576643347,1.5000,Hermanos,"Fresh Vegetables",Vegetables,Food,393.0000,163.5750,262.0000
"Hermanos Elephant Garlic",84125866293,2.8200,Hermanos,"Fresh Vegetables",Vegetables,Food,1080.0600,434.0826,383.0000
"Hermanos Fancy Plums",34763028025,0.8700,Hermanos,"Fresh Fruit",Fruit,Food,280.1400,110.1246,322.0000
"Hermanos Firm Tofu",74774398207,2.1700,Hermanos,Tofu,"Packaged Vegetables",Food,752.9900,303.4528,347.0000
"Hermanos Fresh Lima Beans",37106795907,2.8100,Hermanos,"Fresh Vegetables",Vegetables,Food,1081.8500,434.9599,385.0000
"Hermanos Fuji Apples",63510150313,1.4300,Hermanos,"Fresh Fruit",Fruit,Food,396.1100,160.6176,277.0000
"Hermanos Garlic",12112480998,2.6300,Hermanos,"Fresh Vegetables",Vegetables,Food,786.3700,318.9401,299.0000
"Hermanos Golden Delcious Apples",81270440220,1.2600,Hermanos,"Fresh Fruit",Fruit,Food,451.0800,179.5878,358.0000
"Hermanos Green Pepper",38346577286,3.8600,Hermanos,"Fresh Vegetables",Vegetables,Food,1447.5000,569.4658,375.0000
"Hermanos Honey Dew",77696750760,2.9000,Hermanos,"Fresh Fruit",Fruit,Food,748.2000,300.7300,258.0000
"Hermanos Lemons",75138459801,3.9400,Hermanos,"Fresh Fruit",Fruit,Food,1367.1800,552.9002,347.0000
"Hermanos Lettuce",93739064335,3.3600,Hermanos,"Fresh Vegetables",Vegetables,Food,1149.1200,465.7632,342.0000
"Hermanos Limes",88960998654,1.6400,Hermanos,"Fresh Fruit",Fruit,Food,490.3600,195.9636,299.0000
"Hermanos Macintosh Apples",70929118990,0.7400,Hermanos,"Fresh Fruit",Fruit,Food,261.9600,104.1846,354.0000
"Hermanos Mandarin Oranges",77379896044,3.1100,Hermanos,"Fresh Fruit",Fruit,Food,1041.8500,416.1802,335.0000
"Hermanos Mixed Nuts",54672282338,3.3900,Hermanos,Nuts,Specialty,Food,1210.2300,482.4987,357.0000
"Hermanos Mushrooms",65946390032,1.7400,Hermanos,"Fresh Vegetables",Vegetables,Food,551.5800,217.9872,317.0000
"Hermanos New Potatos",79086070656,3.9100,Hermanos,"Fresh Vegetables",Vegetables,Food,1290.3000,512.9138,330.0000
"Hermanos Onions",63340892195,3.2700,Hermanos,"Fresh Vegetables",Vegetables,Food,1203.3600,477.8451,368.0000
"Hermanos Oranges",59664871096,2.5600,Hermanos,"Fresh Fruit",Fruit,Food,906.2400,364.3648,354.0000
"Hermanos Party Nuts",60392994284,1.9800,Hermanos,Nuts,Specialty,Food,643.5000,259.6968,325.0000
"Hermanos Peaches",81225175261,1.6200,Hermanos,"Fresh Fruit",Fruit,Food,599.4000,242.6598,370.0000
"Hermanos Plums",62362840771,2.7700,Hermanos,"Fresh Fruit",Fruit,Food,997.2000,401.0960,360.0000
"Hermanos Potatos",74831464886,0.9300,Hermanos,"Fresh Vegetables",Vegetables,Food,355.2600,144.4848,382.0000
"Hermanos Prepared Salad",11429622769,3.7400,Hermanos,"Fresh Vegetables",Vegetables,Food,1095.8200,434.1018,293.0000
"Hermanos Red Delcious Apples",71657242178,2.9600,Hermanos,"Fresh Fruit",Fruit,Food,911.6800,369.9704,308.0000
"Hermanos Red Pepper",52487912774,1.8000,Hermanos,"Fresh Vegetables",Vegetables,Food,653.4000,266.8320,363.0000
"Hermanos Shitake Mushrooms",59495612978,2.4000,Hermanos,"Fresh Vegetables",Vegetables,Food,849.6000,346.0080,354.0000
"Hermanos Squash",83193079829,1.3100,Hermanos,"Fresh Vegetables",Vegetables,Food,457.1900,177.2037,349.0000
"Hermanos Summer Squash",22748995423,1.7300,Hermanos,"Fresh Vegetables",Vegetables,Food,581.2800,238.2729,336.0000
"Hermanos Sweet Onion",48540301918,1.8300,Hermanos,"Fresh Vegetables",Vegetables,Food,607.5600,246.1167,332.0000
"Hermanos Sweet Peas",42555918097,2.3700,Hermanos,"Fresh Vegetables",Vegetables,Food,741.8100,299.0229,313.0000
"Hermanos Tangerines",70006192326,0.7300,Hermanos,"Fresh Fruit",Fruit,Food,218.2700,87.4905,299.0000
"Hermanos Tomatos",11748419404,0.9200,Hermanos,"Fresh Vegetables",Vegetables,Food,345.0000,138.0920,375.0000
"Hermanos Walnuts",14613705277,2.1300,Hermanos,Nuts,Specialty,Food,673.0800,271.7028,316.0000
"High Quality 100 Watt Lightbulb",50496844649,1.5400,"High Quality",Lightbulbs,Electrical,Non-Consumable,498.9600,202.5408,324.0000
"High Quality 25 Watt Lightbulb",31577443480,0.5000,"High Quality",Lightbulbs,Electrical,Non-Consumable,175.0000,70.5650,350.0000
"High Quality 60 Watt Lightbulb",83591044545,3.5100,"High Quality",Lightbulbs,Electrical,Non-Consumable,1154.7900,465.7068,329.0000
"High Quality 75 Watt Lightbulb",47379688620,2.2100,"High Quality",Lightbulbs,Electrical,Non-Consumable,587.8600,232.8014,266.0000
"High Quality AA-Size Batteries",39632063508,1.3700,"High Quality",Batteries,Electrical,Non-Consumable,413.7400,167.1537,302.0000
"High Quality AAA-Size Batteries",91600399613,3.2400,"High Quality",Batteries,Electrical,Non-Consumable,997.9200,397.7100,308.0000
"High Quality Bees Wax Candles",58813194632,1.5800,"High Quality",Candles,Candles,Non-Consumable,538.7800,210.5666,341.0000
"High Quality C-Size Batteries",64683445096,3.1300,"High Quality",Batteries,Electrical,Non-Consumable,863.8800,346.8979,276.0000
"High Quality Copper Cleaner",68426392674,3.7700,"High Quality","Pot Cleaners","Kitchen Products",Non-Consumable,1225.2500,491.4572,325.0000
"High Quality Copper Pot Scrubber",21918980479,2.1500,"High Quality","Pot Scrubbers","Kitchen Products",Non-Consumable,629.9500,251.9585,293.0000
"High Quality Counter Cleaner",63898255228,2.9100,"High Quality",Cleaners,"Cleaning Supplies",Non-Consumable,864.2700,344.4567,297.0000
"High Quality D-Size Batteries",27732164263,2.2400,"High Quality",Batteries,Electrical,Non-Consumable,797.4400,317.6992,356.0000
"High Quality Economy Toilet Brush",60735834240,1.3900,"High Quality","Toilet Brushes","Bathroom Products",Non-Consumable,415.6100,161.1288,299.0000
"High Quality Frying Pan",34182941317,2.8100,"High Quality","Pots and Pans","Kitchen Products",Non-Consumable,975.0700,388.8197,347.0000
"High Quality Glass Cleaner",12715108990,1.9100,"High Quality",Cleaners,"Cleaning Supplies",Non-Consumable,601.6500,239.9724,315.0000
"High Quality Large Sponge",12547503113,0.7200,"High Quality",Sponges,"Kitchen Products",Non-Consumable,264.9600,104.5512,368.0000
"High Quality Paper Cups",56992886662,1.6400,"High Quality","Paper Dishes","Paper Products",Non-Consumable,526.4400,211.6420,321.0000
"High Quality Paper Plates",46651565432,3.6800,"High Quality","Paper Dishes","Paper Products",Non-Consumable,986.2400,395.8576,268.0000
"High Quality Paper Towels",95024550557,2.5300,"High Quality","Paper Wipes","Paper Products",Non-Consumable,662.8600,254.3409,262.0000
"High Quality Plastic Forks",40928911566,2.6400,"High Quality","Plastic Utensils","Plastic Products",Non-Consumable,797.2800,313.1832,302.0000
"High Quality Plastic Knives",58915526270,3.4500,"High Quality","Plastic Utensils","Plastic Products",Non-Consumable,1097.1000,429.6975,318.0000
"High Quality Plastic Spoons",77459064126,1.9500,"High Quality","Plastic Utensils","Plastic Products",Non-Consumable,547.9500,222.1830,281.0000
"High Quality Room Freshener",13033905625,2.3800,"High Quality",Deodorizers,"Cleaning Supplies",Non-Consumable,885.3600,348.1702,372.0000
"High Quality Scented Tissue",88892570137,3.3200,"High Quality","Paper Wipes","Paper Products",Non-Consumable,916.3200,361.1496,276.0000
"High Quality Scented Toilet Tissue",38028220534,3.5600,"High Quality","Paper Wipes","Paper Products",Non-Consumable,1270.9200,498.1508,357.0000
"High Quality Scissors",94492883086,3.2400,"High Quality",Tools,Hardware,Non-Consumable,1108.0800,444.0420,342.0000
"High Quality Screw Driver",90647603869,2.6200,"High Quality",Tools,Hardware,Non-Consumable,710.0200,282.2264,271.0000
"High Quality Silver Cleaner",62294412255,2.5600,"High Quality","Pot Cleaners","Kitchen Products",Non-Consumable,824.3200,333.5424,322.0000
"High Quality Soft Napkins",52362417578,1.6600,"High Quality","Paper Wipes","Paper Products",Non-Consumable,502.9800,202.8188,303.0000
"High Quality Tissues",76116951107,2.1500,"High Quality","Paper Wipes","Paper Products",Non-Consumable,677.2500,270.2765,315.0000
"High Quality Toilet Bowl Cleaner",50860906243,2.1900,"High Quality",Cleaners,"Cleaning Supplies",Non-Consumable,595.6800,244.6668,272.0000
"High Quality Toilet Paper",81566073298,2.4700,"High Quality","Paper Wipes","Paper Products",Non-Consumable,795.3400,318.6300,322.0000
"High Top Almonds",83459433913,1.7700,"High Top",Nuts,Specialty,Food,513.3000,202.8951,290.0000
"High Top Asparagus",72946912646,1.4300,"High Top","Fresh Vegetables",Vegetables,Food,459.0300,185.4138,321.0000
"High Top Baby Onion",61946336627,3.4500,"High Top","Fresh Vegetables",Vegetables,Food,1110.9000,450.5700,322.0000
"High Top Beets",44107318520,2.2700,"High Top","Fresh Vegetables",Vegetables,Food,703.7000,278.3701,310.0000
"High Top Broccoli",89910210967,0.6300,"High Top","Fresh Vegetables",Vegetables,Food,194.0400,76.2111,308.0000
"High Top Canned Peanuts",50672228932,2.1100,"High Top",Nuts,Specialty,Food,662.5400,266.4719,314.0000
"High Top Cantelope",44540248513,2.4700,"High Top","Fresh Fruit",Fruit,Food,713.8300,286.8905,289.0000
"High Top Cauliflower",82048452496,2.2300,"High Top","Fresh Vegetables",Vegetables,Food,713.6000,283.0985,320.0000
"High Top Corn on the Cob",18748942017,3.3200,"High Top","Fresh Vegetables",Vegetables,Food,1291.4800,507.0636,389.0000
"High Top Dried Mushrooms",39238722920,3.7400,"High Top","Fresh Vegetables",Vegetables,Food,1185.5800,469.3700,317.0000
"High Top Elephant Garlic",89739010930,1.8400,"High Top","Fresh Vegetables",Vegetables,Food,590.6400,232.5576,321.0000
"High Top Fancy Plums",72606454491,2.6500,"High Top","Fresh Fruit",Fruit,Food,736.7000,291.4735,278.0000
"High Top Firm Tofu",31548164486,3.3600,"High Top",Tofu,"Packaged Vegetables",Food,947.5200,372.2544,282.0000
"High Top Fresh Lima Beans",86576589941,2.8700,"High Top","Fresh Vegetables",Vegetables,Food,817.9500,322.9037,285.0000
"High Top Fuji Apples",42981670498,1.5400,"High Top","Fresh Fruit",Fruit,Food,488.1800,191.8070,317.0000
"High Top Garlic",83607030510,3.4000,"High Top","Fresh Vegetables",Vegetables,Food,1118.6000,442.7480,329.0000
"High Top Golden Delcious Apples",79614154696,2.9100,"High Top","Fresh Fruit",Fruit,Food,849.7200,337.2981,292.0000
"High Top Green Pepper",83242968916,2.7500,"High Top","Fresh Vegetables",Vegetables,Food,935.0000,368.6925,340.0000
"High Top Honey Dew",37213751673,1.8700,"High Top","Fresh Fruit",Fruit,Food,641.4100,252.1134,343.0000
"High Top Lemons",69125236868,1.6700,"High Top","Fresh Fruit",Fruit,Food,564.4600,221.2583,338.0000
"High Top Lettuce",79397689700,0.9300,"High Top","Fresh Vegetables",Vegetables,Food,263.1900,105.5922,283.0000
"High Top Limes",25780245661,3.6800,"High Top","Fresh Fruit",Fruit,Food,1045.1200,414.2208,284.0000
"High Top Macintosh Apples",58465119004,2.4700,"High Top","Fresh Fruit",Fruit,Food,778.0500,318.4077,315.0000
"High Top Mandarin Oranges",97964830994,1.6000,"High Top","Fresh Fruit",Fruit,Food,555.2000,221.1520,347.0000
"High Top Mixed Nuts",86064931750,2.7100,"High Top",Nuts,Specialty,Food,831.9700,334.6308,307.0000
"High Top Mushrooms",18965407013,2.5800,"High Top","Fresh Vegetables",Vegetables,Food,941.7000,370.6170,365.0000
"High Top New Potatos",97577165961,3.8500,"High Top","Fresh Vegetables",Vegetables,Food,1493.8000,593.9780,388.0000
"High Top Onions",42548740506,1.3300,"High Top","Fresh Vegetables",Vegetables,Food,339.1500,138.0141,255.0000
"High Top Oranges",69898625016,1.6600,"High Top","Fresh Fruit",Fruit,Food,602.5800,239.5712,363.0000
"High Top Party Nuts",35291112065,2.8200,"High Top",Nuts,Specialty,Food,814.9800,314.0634,289.0000
"High Top Peaches",71047876477,1.4900,"High Top","Fresh Fruit",Fruit,Food,448.4900,178.0550,301.0000
"High Top Plums",32231022715,2.2500,"High Top","Fresh Fruit",Fruit,Food,569.2500,229.2300,253.0000
"High Top Potatos",43231598734,0.5700,"High Top","Fresh Vegetables",Vegetables,Food,187.5300,74.6871,329.0000
"High Top Prepared Salad",36780821681,1.6600,"High Top","Fresh Vegetables",Vegetables,Food,524.5600,203.9808,316.0000
"High Top Red Delcious Apples",78738434910,0.9200,"High Top","Fresh Fruit",Fruit,Food,299.0000,120.3544,325.0000
"High Top Red Pepper",80125812888,2.4100,"High Top","Fresh Vegetables",Vegetables,Food,730.2300,298.1170,303.0000
"High Top Shitake Mushrooms",34346523880,0.6900,"High Top","Fresh Vegetables",Vegetables,Food,198.7200,79.1085,288.0000
"High Top Squash",33106742501,1.5200,"High Top","Fresh Vegetables",Vegetables,Food,551.7600,219.2144,363.0000
"High Top Summer Squash",76792191863,2.9500,"High Top","Fresh Vegetables",Vegetables,Food,976.4500,392.5860,331.0000
"High Top Sweet Onion",98010095953,1.2400,"High Top","Fresh Vegetables",Vegetables,Food,410.4400,164.6968,331.0000
"High Top Sweet Peas",50239298939,1.7100,"High Top","Fresh Vegetables",Vegetables,Food,511.2900,206.9271,299.0000
"High Top Tangerines",91047660708,0.5600,"High Top","Fresh Fruit",Fruit,Food,193.2000,75.9024,345.0000
"High Top Tomatos",10910786986,1.3200,"High Top","Fresh Vegetables",Vegetables,Food,366.9600,146.5332,278.0000
"High Top Walnuts",94892939925,2.7200,"High Top",Nuts,Specialty,Food,854.0800,344.7872,314.0000
"Hilltop 200 MG Acetominifen",51594565510,2.8900,Hilltop,Acetominifen,"Pain Relievers",Non-Consumable,1072.1900,435.2629,371.0000
"Hilltop 200 MG Ibuprofen",74302179217,3.6000,Hilltop,Ibuprofen,"Pain Relievers",Non-Consumable,1256.4000,510.4800,349.0000
"Hilltop Angled Toothbrush",99251229166,3.3800,Hilltop,Toothbrushes,"Bathroom Products",Non-Consumable,1199.9000,491.6210,355.0000
"Hilltop Apricot Shampoo",71970213055,2.3800,Hilltop,Shampoo,"Bathroom Products",Non-Consumable,880.6000,363.9734,370.0000
"Hilltop Buffered Aspirin",86202078461,2.4900,Hilltop,Aspirin,"Pain Relievers",Non-Consumable,893.9100,358.3857,359.0000
"Hilltop Childrens Aspirin",78147458434,2.4700,Hilltop,Aspirin,"Pain Relievers",Non-Consumable,842.2700,339.8226,341.0000
"Hilltop Childrens Cold Remedy",43904007077,0.7300,Hilltop,"Cold Remedies","Cold Remedies",Non-Consumable,227.0300,91.2208,311.0000
"Hilltop Conditioning Shampoo",70047573447,3.5700,Hilltop,Shampoo,"Bathroom Products",Non-Consumable,1324.4700,551.6721,371.0000
"Hilltop Deodorant",79660771489,2.7600,Hilltop,"Personal Hygiene",Hygiene,Non-Consumable,1007.4000,403.3188,365.0000
"Hilltop Dishwasher Detergent",45462585091,1.6800,Hilltop,"Nasal Sprays",Decongestants,Non-Consumable,591.3600,235.7712,352.0000
